Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
684,3123,7,2017-01-13T00:00:00.000-06:00,2017-03-09T00:00:00.000-06:00
1666,2717,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4316,4353,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
876,888,7,2017-01-02T00:00:00.000-06:00,2017-04-29T00:00:00.000-05:00
716,1023,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
761,797,7,2017-01-02T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
768,772,7,2017-01-02T00:00:00.000-06:00,2017-04-21T00:00:00.000-05:00
4223,4248,7,2017-01-22T00:00:00.000-06:00,2017-04-23T00:00:00.000-05:00
5414,5499,7,2017-02-17T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
724,1095,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
407,1818,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1818,2759,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
2264,2288,7,2017-01-09T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
910,2992,7,2017-01-25T00:00:00.000-06:00,2017-04-14T00:00:00.000-05:00
231,264,7,2017-01-01T00:00:00.000-06:00,2017-02-14T00:00:00.000-06:00
4316,4364,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
930,2939,7,2017-01-25T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
5416,5490,7,2017-02-17T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
4609,4988,7,2017-02-27T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
4059,4066,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
752,2909,7,2017-03-03T00:00:00.000-06:00,2017-04-16T00:00:00.000-05:00
248,299,7,2017-01-01T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
1243,1298,7,2017-01-03T00:00:00.000-06:00,2017-02-11T00:00:00.000-06:00
4016,4353,7,2017-01-31T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
4309,4339,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1025,1035,7,2017-01-02T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
701,1001,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
3476,3493,7,2017-01-13T00:00:00.000-06:00,2017-03-24T00:00:00.000-05:00
5484,5490,7,2017-02-17T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
334,368,7,2017-01-01T00:00:00.000-06:00,2017-04-22T00:00:00.000-05:00
4309,4395,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
2223,2273,7,2017-01-09T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
4020,4057,7,2017-01-20T00:00:00.000-06:00,2017-03-21T00:00:00.000-05:00
2404,2429,7,2017-01-09T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
391,1651,7,2017-02-28T00:00:00.000-06:00,2017-04-14T00:00:00.000-05:00
230,271,7,2017-01-01T00:00:00.000-06:00,2017-02-14T00:00:00.000-06:00
5966,5977,7,2017-03-05T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
3911,3971,7,2017-01-19T00:00:00.000-06:00,2017-03-31T00:00:00.000-05:00
4016,4066,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4017,4309,7,2017-01-31T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
4080,4316,7,2017-01-28T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4607,4682,7,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
2905,2972,7,2017-01-10T00:00:00.000-06:00,2017-03-19T00:00:00.000-05:00
4042,4066,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4053,4066,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
2437,2458,7,2017-01-09T00:00:00.000-06:00,2017-02-23T00:00:00.000-06:00
381,749,7,2017-01-04T00:00:00.000-06:00,2017-04-16T00:00:00.000-05:00
374,1023,7,2017-01-03T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
751,1001,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
1484,1666,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1314,2941,7,2017-01-25T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
2939,4025,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
331,1298,7,2017-01-04T00:00:00.000-06:00,2017-02-17T00:00:00.000-06:00
2281,2288,7,2017-01-09T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
928,2941,7,2017-01-25T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
255,3162,7,2017-01-13T00:00:00.000-06:00,2017-02-12T00:00:00.000-06:00
2531,2567,7,2017-01-10T00:00:00.000-06:00,2017-02-11T00:00:00.000-06:00
1865,4969,7,2017-02-27T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
4013,4083,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1002,1073,7,2017-01-02T00:00:00.000-06:00,2017-02-23T00:00:00.000-06:00
4674,4990,7,2017-02-27T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
5705,5733,7,2017-02-24T00:00:00.000-06:00,2017-04-13T00:00:00.000-05:00
755,773,7,2017-01-02T00:00:00.000-06:00,2017-04-05T00:00:00.000-05:00
772,1095,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
905,993,7,2017-01-02T00:00:00.000-06:00,2017-03-19T00:00:00.000-05:00
928,4042,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
5404,5429,7,2017-02-17T00:00:00.000-06:00,2017-04-22T00:00:00.000-05:00
2467,2498,7,2017-01-09T00:00:00.000-06:00,2017-02-23T00:00:00.000-06:00
606,610,7,2017-01-02T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
5706,5761,7,2017-02-24T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
2026,3700,7,2017-02-06T00:00:00.000-06:00,2017-04-28T00:00:00.000-05:00
761,792,7,2017-01-02T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
2867,4316,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
5423,5486,7,2017-02-17T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
5436,5448,7,2017-02-17T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
1347,3509,7,2017-02-13T00:00:00.000-06:00,2017-04-17T00:00:00.000-05:00
4316,4339,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
5319,5333,7,2017-02-13T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
2816,2857,7,2017-01-10T00:00:00.000-06:00,2017-04-20T00:00:00.000-05:00
4042,4044,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
3536,3571,7,2017-01-15T00:00:00.000-06:00,2017-04-09T00:00:00.000-05:00
2412,2443,7,2017-01-09T00:00:00.000-06:00,2017-04-17T00:00:00.000-05:00
4607,4690,7,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
731,1043,7,2017-01-04T00:00:00.000-06:00,2017-03-06T00:00:00.000-06:00
1884,4969,7,2017-02-27T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
2035,2088,7,2017-01-09T00:00:00.000-06:00,2017-04-29T00:00:00.000-05:00
2905,2911,7,2017-01-10T00:00:00.000-06:00,2017-03-19T00:00:00.000-05:00
3413,3436,7,2017-01-13T00:00:00.000-06:00,2017-04-16T00:00:00.000-05:00
2412,2497,7,2017-01-09T00:00:00.000-06:00,2017-04-17T00:00:00.000-05:00
368,763,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
5420,6027,7,2017-03-10T00:00:00.000-06:00,2017-04-28T00:00:00.000-05:00
4682,4690,7,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
721,727,7,2017-01-02T00:00:00.000-06:00,2017-02-22T00:00:00.000-06:00
248,293,7,2017-01-01T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
4011,4013,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
2260,2281,7,2017-01-09T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
910,979,7,2017-01-02T00:00:00.000-06:00,2017-03-19T00:00:00.000-05:00
930,2969,7,2017-01-25T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
2759,4053,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4011,4053,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4011,4059,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
58,1381,7,2017-02-15T00:00:00.000-06:00,2017-04-28T00:00:00.000-05:00
3906,3916,7,2017-01-19T00:00:00.000-06:00,2017-04-11T00:00:00.000-05:00
309,731,7,2017-01-04T00:00:00.000-06:00,2017-03-06T00:00:00.000-06:00
4013,4373,7,2017-01-31T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
4260,4294,7,2017-01-22T00:00:00.000-06:00,2017-04-17T00:00:00.000-05:00
1337,2941,7,2017-01-25T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1337,5498,7,2017-02-22T00:00:00.000-06:00,2017-04-26T00:00:00.000-05:00
4011,4025,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
446,4614,7,2017-02-04T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
1643,2596,7,2017-01-21T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
5706,5771,7,2017-02-24T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
4017,4353,7,2017-01-31T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
4329,4398,7,2017-01-24T00:00:00.000-06:00,2017-03-19T00:00:00.000-05:00
2241,2271,7,2017-01-09T00:00:00.000-06:00,2017-04-09T00:00:00.000-05:00
5922,5978,7,2017-03-05T00:00:00.000-06:00,2017-04-16T00:00:00.000-05:00
2789,4044,7,2017-02-07T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
4575,5390,7,2017-02-14T00:00:00.000-06:00,2017-04-28T00:00:00.000-05:00
366,1053,7,2017-01-03T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
701,1023,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
2264,2268,7,2017-01-09T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
4009,4042,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
275,606,7,2017-01-13T00:00:00.000-06:00,2017-02-27T00:00:00.000-06:00
376,382,7,2017-01-01T00:00:00.000-06:00,2017-02-23T00:00:00.000-06:00
272,679,7,2017-01-20T00:00:00.000-06:00,2017-04-29T00:00:00.000-05:00
1696,4080,7,2017-02-07T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
230,264,7,2017-01-01T00:00:00.000-06:00,2017-02-14T00:00:00.000-06:00
2425,2469,7,2017-01-09T00:00:00.000-06:00,2017-04-16T00:00:00.000-05:00
211,3104,7,2017-01-13T00:00:00.000-06:00,2017-02-11T00:00:00.000-06:00
3937,4988,7,2017-02-28T00:00:00.000-06:00,2017-04-05T00:00:00.000-05:00
3911,3994,7,2017-01-19T00:00:00.000-06:00,2017-03-31T00:00:00.000-05:00
5761,5798,7,2017-02-24T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
716,1095,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
1482,1696,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
975,4395,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
5432,5499,7,2017-02-17T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
1572,1586,7,2017-01-07T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
215,650,7,2017-01-13T00:00:00.000-06:00,2017-03-09T00:00:00.000-06:00
366,727,7,2017-01-04T00:00:00.000-06:00,2017-03-25T00:00:00.000-05:00
4319,4400,7,2017-01-24T00:00:00.000-06:00,2017-03-06T00:00:00.000-06:00
4017,4083,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
859,894,7,2017-01-02T00:00:00.000-06:00,2017-03-28T00:00:00.000-05:00
5761,5769,7,2017-02-24T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
706,791,7,2017-01-02T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
1666,2759,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1818,2867,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
215,248,7,2017-01-01T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
5333,5370,7,2017-02-13T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
2110,2160,7,2017-01-09T00:00:00.000-06:00,2017-04-13T00:00:00.000-05:00
313,1043,7,2017-01-03T00:00:00.000-06:00,2017-02-27T00:00:00.000-06:00
727,731,7,2017-01-02T00:00:00.000-06:00,2017-02-22T00:00:00.000-06:00
4339,4399,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
761,762,7,2017-01-02T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
768,791,7,2017-01-02T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
1464,2783,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4609,4628,7,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
752,2700,7,2017-03-03T00:00:00.000-06:00,2017-04-16T00:00:00.000-05:00
1548,1572,7,2017-01-07T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
231,271,7,2017-01-01T00:00:00.000-06:00,2017-02-14T00:00:00.000-06:00
806,889,7,2017-01-02T00:00:00.000-06:00,2017-04-09T00:00:00.000-05:00
2600,3104,7,2017-01-21T00:00:00.000-06:00,2017-02-17T00:00:00.000-06:00
2773,4990,7,2017-02-27T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
2717,4399,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4016,4316,7,2017-01-28T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
749,773,7,2017-01-02T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
724,1023,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
4059,4353,7,2017-01-31T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
660,692,7,2017-01-02T00:00:00.000-06:00,2017-02-20T00:00:00.000-06:00
1012,3967,7,2017-02-10T00:00:00.000-06:00,2017-04-16T00:00:00.000-05:00
2212,2223,7,2017-01-09T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
1943,1963,7,2017-01-08T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
2789,4012,7,2017-02-07T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
205,255,7,2017-01-01T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
354,395,7,2017-01-01T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
910,940,7,2017-01-02T00:00:00.000-06:00,2017-03-19T00:00:00.000-05:00
407,4025,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
1696,4009,7,2017-02-07T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
2458,2498,7,2017-01-09T00:00:00.000-06:00,2017-02-23T00:00:00.000-06:00
366,1001,7,2017-01-03T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
760,1023,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
1696,2511,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1464,4009,7,2017-02-07T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
4011,4016,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
205,299,7,2017-01-01T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
215,255,7,2017-01-01T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
368,760,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
5775,5978,7,2017-03-10T00:00:00.000-06:00,2017-04-20T00:00:00.000-05:00
606,650,7,2017-01-02T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
3920,3963,7,2017-01-19T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
2511,4316,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
2717,4395,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
5724,5744,7,2017-02-24T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
334,392,7,2017-01-01T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
4016,4309,7,2017-01-31T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
915,1371,7,2017-01-25T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
5922,5946,7,2017-03-05T00:00:00.000-06:00,2017-04-16T00:00:00.000-05:00
1356,1393,7,2017-01-03T00:00:00.000-06:00,2017-04-23T00:00:00.000-05:00
712,749,7,2017-01-02T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
364,701,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
709,791,7,2017-01-02T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
334,360,7,2017-01-01T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
4217,4248,7,2017-01-22T00:00:00.000-06:00,2017-04-23T00:00:00.000-05:00
1464,4083,7,2017-02-07T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
5464,5498,7,2017-02-17T00:00:00.000-06:00,2017-04-15T00:00:00.000-05:00
975,2941,7,2017-01-25T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1666,4364,7,2017-02-07T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
4053,4080,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1808,1884,7,2017-01-08T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
706,730,7,2017-01-02T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
4353,4399,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
5456,5484,7,2017-02-17T00:00:00.000-06:00,2017-04-02T00:00:00.000-05:00
324,354,7,2017-01-01T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
368,724,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
701,1095,7,2017-01-04T00:00:00.000-06:00,2017-01-31T00:00:00.000-06:00
2511,4395,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
5426,5432,7,2017-02-17T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
1598,1617,7,2017-02-19T00:00:00.000-06:00,2017-04-13T00:00:00.000-05:00
366,1095,7,2017-01-03T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
1818,2717,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4339,4373,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4364,4373,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
2222,2255,7,2017-01-09T00:00:00.000-06:00,2017-02-23T00:00:00.000-06:00
4042,4052,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
5412,5458,7,2017-02-17T00:00:00.000-06:00,2017-04-05T00:00:00.000-05:00
5432,5436,7,2017-02-17T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
7543,7550,7,2017-03-17T00:00:00.000-05:00,2017-04-29T00:00:00.000-05:00
2867,5464,7,2017-02-22T00:00:00.000-06:00,2017-04-29T00:00:00.000-05:00
2509,4988,7,2017-02-27T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
4059,4373,7,2017-01-31T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
2062,2072,7,2017-01-09T00:00:00.000-06:00,2017-04-10T00:00:00.000-05:00
4614,4690,7,2017-02-02T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
3603,3698,7,2017-01-15T00:00:00.000-06:00,2017-04-05T00:00:00.000-05:00
3208,3295,7,2017-01-11T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
3911,3967,7,2017-01-19T00:00:00.000-06:00,2017-03-31T00:00:00.000-05:00
3149,3184,7,2017-01-11T00:00:00.000-06:00,2017-02-14T00:00:00.000-06:00
248,275,7,2017-01-01T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
1447,3173,7,2017-02-12T00:00:00.000-06:00,2017-04-14T00:00:00.000-05:00
2294,3544,7,2017-01-22T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
328,354,7,2017-01-01T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
4656,4903,7,2017-02-27T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
727,739,7,2017-01-02T00:00:00.000-06:00,2017-03-04T00:00:00.000-06:00
928,4388,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
1666,4080,7,2017-02-07T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
355,392,7,2017-01-01T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
1464,2511,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1484,5498,7,2017-02-22T00:00:00.000-06:00,2017-04-26T00:00:00.000-05:00
2867,4388,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
3385,4082,7,2017-02-06T00:00:00.000-06:00,2017-04-12T00:00:00.000-05:00
4542,4554,7,2017-01-29T00:00:00.000-06:00,2017-04-13T00:00:00.000-05:00
230,231,7,2017-01-01T00:00:00.000-06:00,2017-02-14T00:00:00.000-06:00
274,299,7,2017-01-01T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
1014,1576,7,2017-01-13T00:00:00.000-06:00,2017-02-17T00:00:00.000-06:00
709,768,7,2017-01-02T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
730,791,7,2017-01-02T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
706,709,7,2017-01-02T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
2231,4435,7,2017-02-27T00:00:00.000-06:00,2017-04-29T00:00:00.000-05:00
7433,7463,7,2017-03-17T00:00:00.000-05:00,2017-04-29T00:00:00.000-05:00
1464,4080,7,2017-02-07T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
4013,4044,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
874,889,7,2017-01-02T00:00:00.000-06:00,2017-04-09T00:00:00.000-05:00
3104,3123,7,2017-01-11T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
376,1002,7,2017-01-03T00:00:00.000-06:00,2017-04-06T00:00:00.000-05:00
4016,4373,7,2017-01-31T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
4309,4388,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4309,4399,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
2212,2279,7,2017-01-09T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
5466,5479,7,2017-02-17T00:00:00.000-06:00,2017-04-05T00:00:00.000-05:00
5771,5798,7,2017-02-24T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
2212,2295,7,2017-01-09T00:00:00.000-06:00,2017-02-26T00:00:00.000-06:00
2911,2912,7,2017-01-10T00:00:00.000-06:00,2017-03-19T00:00:00.000-05:00
1666,4066,7,2017-02-07T00:00:00.000-06:00,2017-03-14T00:00:00.000-05:00
255,299,7,2017-01-01T00:00:00.000-06:00,2017-02-03T00:00:00.000-06:00
764,792,7,2017-01-02T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
2511,2783,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4353,4364,7,2017-01-24T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
910,993,7,2017-01-02T00:00:00.000-06:00,2017-03-19T00:00:00.000-05:00
1484,4395,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
712,750,7,2017-01-02T00:00:00.000-06:00,2017-02-19T00:00:00.000-06:00
226,3157,7,2017-01-13T00:00:00.000-06:00,2017-03-24T00:00:00.000-05:00
4025,4059,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4025,4080,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1482,1666,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
1666,2867,7,2017-02-02T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4042,4083,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
5435,5479,7,2017-02-17T00:00:00.000-06:00,2017-04-05T00:00:00.000-05:00
4331,4398,7,2017-01-24T00:00:00.000-06:00,2017-04-01T00:00:00.000-05:00
4016,4053,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
5421,5495,7,2017-02-17T00:00:00.000-06:00,2017-04-13T00:00:00.000-05:00
833,888,7,2017-01-02T00:00:00.000-06:00,2017-04-21T00:00:00.000-05:00
215,684,7,2017-01-13T00:00:00.000-06:00,2017-03-09T00:00:00.000-06:00
2567,2573,7,2017-01-10T00:00:00.000-06:00,2017-02-11T00:00:00.000-06:00
3404,3492,7,2017-01-13T00:00:00.000-06:00,2017-03-20T00:00:00.000-05:00
211,255,7,2017-01-01T00:00:00.000-06:00,2017-02-10T00:00:00.000-06:00
2545,2576,7,2017-01-10T00:00:00.000-06:00,2017-03-10T00:00:00.000-06:00
3173,4441,7,2017-02-12T00:00:00.000-06:00,2017-04-14T00:00:00.000-05:00
366,1056,7,2017-01-03T00:00:00.000-06:00,2017-01-29T00:00:00.000-06:00
1012,1252,7,2017-01-05T00:00:00.000-06:00,2017-04-13T00:00:00.000-05:00
2511,4399,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
2959,4316,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
4044,4053,7,2017-01-20T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
4059,4316,7,2017-01-28T00:00:00.000-06:00,2017-03-03T00:00:00.000-06:00
2401,3472,7,2017-02-22T00:00:00.000-06:00,2017-04-21T00:00:00.000-05:00
822,859,7,2017-01-02T00:00:00.000-06:00,2017-03-28T00:00:00.000-05:00
477,2734,7,2017-02-02T00:00:00.000-06:00,2017-04-25T00:00:00.000-05:00
1371,4316,7,2017-02-07T00:00:00.000-06:00,2017-03-13T00:00:00.000-05:00
3561,4407,7,2017-02-10T00:00:00.000-06:00,2017-04-26T00:00:00.000-05:00
1014,2667,7,2017-01-13T00:00:00.000-06:00,2017-02-17T00:00:00.000-06:00
