Passenger 1 ID,Passenger 2 ID,Number of Flights Together
3028,4774,6
3644,811,6
13272,7721,6
5855,3119,6
4828,4827,6
10819,10833,6
7721,10605,6
11011,13731,6
244,263,6
4841,9810,6
7846,10685,6
959,1817,6
740,730,6
4404,4435,6
4344,4071,6
8642,4496,6
7612,8146,6
3576,6825,6
167,64,6
9282,9267,6
8526,8552,6
9517,5560,6
6560,1637,6
10368,8775,6
2065,7747,6
7373,5533,6
1484,5464,6
1051,1072,6
3545,10294,6
6817,6898,6
2565,2586,6
2841,8260,6
2293,2223,6
778,1947,6
10089,10097,6
2972,1082,6
4011,5479,6
792,716,6
1075,1221,6
6857,5111,6
8890,2626,6
2012,3187,6
11883,10234,6
2088,6585,6
1252,2645,6
5455,5467,6
10478,6458,6
9386,6529,6
1955,10179,6
1043,1002,6
6869,6853,6
10585,9035,6
2186,2153,6
10440,203,6
5448,5412,6
4293,9977,6
4203,4215,6
3367,3223,6
615,622,6
5426,2941,6
7243,3356,6
5466,1666,6
2939,1569,6
9351,9951,6
8411,5590,6
525,10440,6
9051,9035,6
2245,2298,6
7618,8132,6
3148,2131,6
11011,11370,6
366,324,6
10095,6208,6
4451,9699,6
6809,6854,6
5982,5946,6
4346,4387,6
1635,8209,6
2336,4034,6
4632,3404,6
7379,7363,6
2269,7718,6
3479,3451,6
5509,5482,6
5922,11326,6
9704,9793,6
8552,2588,6
211,2567,6
7060,9994,6
9127,10022,6
4399,4016,6
5481,6898,6
4955,269,6
5436,5429,6
2759,1314,6
1142,10398,6
2759,915,6
1975,1905,6
5544,3153,6
4945,3940,6
855,1505,6
797,772,6
12057,7319,6
5734,5993,6
2945,3028,6
8368,1860,6
3585,3517,6
2234,9223,6
5500,6017,6
4318,1670,6
1001,733,6
1218,942,6
232,659,6
3590,281,6
3102,6908,6
5944,5962,6
1029,1023,6
2802,2537,6
11011,11034,6
7585,7859,6
1620,11858,6
1034,2501,6
266,215,6
2945,5522,6
5055,9752,6
1598,266,6
2489,2117,6
6987,10016,6
2036,1903,6
7398,7344,6
6088,6080,6
1287,1223,6
8702,8782,6
2759,6096,6
5500,6071,6
4632,2509,6
13753,9355,6
2012,2841,6
4990,6077,6
293,266,6
1775,1723,6
8196,9077,6
7721,8057,6
733,1056,6
7770,7832,6
10089,4816,6
4744,12695,6
5456,2959,6
4318,4580,6
4182,5012,6
1662,5455,6
5002,8024,6
4224,4223,6
5426,5431,6
5684,5630,6
2544,4170,6
5500,6047,6
1692,1598,6
603,9232,6
592,574,6
8920,8960,6
5414,5404,6
3600,2243,6
3503,5509,6
6897,6825,6
5498,975,6
3187,2945,6
6824,6889,6
2251,2294,6
13819,5012,6
1677,5411,6
10460,7950,6
1013,740,6
7706,8266,6
3512,3651,6
350,344,6
293,2539,6
501,456,6
727,3415,6
2625,1677,6
187,5096,6
1503,2674,6
12497,917,6
247,1532,6
5414,5495,6
8684,1673,6
10989,12881,6
8017,10576,6
247,272,6
3920,6027,6
2155,4852,6
4278,5303,6
9405,9404,6
6993,6972,6
9867,4516,6
10900,2100,6
9033,4543,6
9789,9723,6
6864,6854,6
117,7551,6
11898,8353,6
2279,2222,6
5869,9050,6
1051,1044,6
12144,12130,6
2284,2273,6
905,1377,6
9742,2719,6
1504,1507,6
9066,9699,6
7872,4468,6
3876,4193,6
8042,233,6
364,354,6
5910,5769,6
4850,6447,6
901,4035,6
1673,4917,6
6336,13251,6
768,797,6
9686,9660,6
381,758,6
6001,2294,6
5471,5426,6
4339,4025,6
2489,2440,6
3735,1635,6
1095,739,6
3246,3251,6
6063,5440,6
9602,9640,6
10706,10718,6
2717,1314,6
3180,255,6
2403,3670,6
7243,7643,6
5436,5435,6
10989,10937,6
701,704,6
1673,1298,6
12981,12948,6
5789,5779,6
9363,8014,6
5755,5787,6
5439,5404,6
641,655,6
5459,6783,6
5533,9068,6
735,796,6
8684,9331,6
8729,9645,6
7191,628,6
8956,8965,6
6560,497,6
7810,1335,6
4012,4373,6
391,10465,6
4903,4917,6
5740,6293,6
9649,9660,6
7844,7682,6
4040,4329,6
4685,5634,6
8375,10516,6
8088,5042,6
8983,7209,6
5499,4012,6
8194,5696,6
8068,8007,6
3180,3146,6
2065,13638,6
6027,9242,6
10482,10449,6
1351,910,6
10023,10058,6
8229,8240,6
7780,7714,6
625,8209,6
3540,3554,6
6668,8983,6
1031,762,6
6049,4607,6
2427,130,6
2354,2336,6
2723,4719,6
8644,75,6
1046,1617,6
3187,3064,6
5466,5431,6
5481,5464,6
3913,9516,6
2959,1818,6
2789,5419,6
10024,11225,6
5584,7872,6
6519,8101,6
9665,9684,6
5672,5683,6
4646,4945,6
2290,2241,6
9421,7950,6
4781,2476,6
4016,1818,6
3537,3509,6
7191,7983,6
2717,6075,6
1145,1163,6
5058,3924,6
355,1029,6
2969,4052,6
2610,1739,6
10095,8368,6
5982,5976,6
411,485,6
8590,8562,6
3123,3162,6
13693,13637,6
1817,5761,6
2294,5500,6
4249,6084,6
392,9645,6
2717,930,6
4329,4331,6
2532,210,6
5459,4453,6
341,305,6
5233,3536,6
9700,4202,6
5426,5479,6
11137,11143,6
1449,7693,6
8289,8216,6
3223,9522,6
7162,10899,6
3343,3205,6
173,121,6
5498,5440,6
2610,2604,6
3112,9977,6
601,610,6
2867,2941,6
3330,4468,6
11853,10731,6
8920,8983,6
9969,9920,6
3367,3309,6
3578,3547,6
4496,75,6
3169,205,6
2759,4412,6
4011,5458,6
9700,4451,6
1966,1927,6
736,2174,6
1637,484,6
792,706,6
13803,13871,6
10484,11883,6
8664,7710,6
2492,2462,6
13564,8446,6
5681,5630,6
3865,3867,6
624,402,6
764,706,6
4219,4248,6
10377,1917,6
2293,2255,6
2273,2222,6
9715,9761,6
6893,6844,6
10377,5546,6
8165,7349,6
13636,13638,6
4316,1884,6
5737,6813,6
791,740,6
10716,10234,6
9069,3278,6
10067,8057,6
3967,5775,6
4841,9363,6
3432,6053,6
6874,6870,6
795,719,6
3650,2446,6
10573,5910,6
8441,8411,6
3020,4606,6
4353,4011,6
5448,5402,6
4769,4765,6
9613,9660,6
11198,11111,6
5163,6658,6
10037,6522,6
13462,13560,6
6294,3177,6
4816,11514,6
255,610,6
5143,727,6
5495,5404,6
3672,2004,6
4880,4891,6
3087,2886,6
760,4178,6
13579,13549,6
9679,9649,6
7141,7172,6
11833,1263,6
4632,10819,6
10446,5101,6
275,610,6
218,263,6
1229,4288,6
5101,1591,6
716,374,6
5797,5727,6
9664,5572,6
2265,2286,6
9684,9648,6
7379,7342,6
7437,6932,6
5056,3416,6
5761,5954,6
10083,10023,6
331,1673,6
9227,9247,6
1335,4384,6
8216,8209,6
5463,5477,6
7679,10016,6
1269,1598,6
4675,4656,6
5466,5426,6
9723,9725,6
4774,11834,6
8851,4070,6
2183,2153,6
8979,8945,6
3618,9700,6
4969,6096,6
1637,5330,6
9255,6777,6
9127,7656,6
1844,3152,6
6293,3703,6
9700,9066,6
2197,2153,6
2241,2276,6
6777,9761,6
4431,1078,6
9068,6113,6
7735,7797,6
1310,1391,6
6016,2717,6
4969,5500,6
6100,5401,6
5922,5952,6
4309,4080,6
2642,1531,6
4628,4675,6
3188,2527,6
246,272,6
4012,5432,6
8775,4441,6
4013,4395,6
2212,2222,6
2697,3123,6
6001,4972,6
6560,61,6
733,1053,6
6870,6017,6
11883,11817,6
366,760,6
364,328,6
932,3798,6
95,6813,6
1545,955,6
3618,2336,6
2286,688,6
1041,2174,6
5482,7602,6
6689,7240,6
2773,4316,6
4208,5096,6
6898,6864,6
11280,7445,6
8030,5096,6
3444,3475,6
11868,11808,6
3002,2841,6
10454,9738,6
2869,7007,6
7433,7172,6
9704,9784,6
237,2117,6
1662,3527,6
10731,7393,6
6136,5325,6
4398,4361,6
5440,5416,6
5436,1464,6
9441,8411,6
10744,10726,6
5584,7602,6
6064,4412,6
8190,1646,6
9441,1024,6
8399,7801,6
799,703,6
6339,3742,6
8006,9522,6
1084,1012,6
7721,5212,6
4536,4534,6
7076,2117,6
6743,3820,6
7198,7117,6
9098,5876,6
1769,2201,6
4208,4217,6
3065,11834,6
1035,1002,6
7347,7780,6
5456,5494,6
2776,1208,6
5696,7579,6
8591,6051,6
2242,2244,6
13218,13249,6
9653,10340,6
1177,1631,6
8729,5522,6
6064,477,6
1837,945,6
6898,6825,6
1563,1580,6
2588,9540,6
11853,11868,6
1646,1208,6
1482,2959,6
9478,6104,6
8363,5423,6
10798,10756,6
3439,3411,6
3894,2859,6
7520,3807,6
6054,6003,6
1252,1272,6
4336,4580,6
5435,5429,6
10128,9223,6
5989,6876,6
1246,1276,6
1333,9620,6
132,2106,6
4739,4734,6
6823,10112,6
9421,6317,6
8167,8964,6
13753,13781,6
4344,7543,6
2489,736,6
3064,8260,6
9410,4552,6
12073,11035,6
5505,5584,6
2532,4364,6
7099,13221,6
1377,1332,6
2565,13215,6
10749,6622,6
4903,4914,6
141,2437,6
10731,10596,6
4036,4483,6
2097,11275,6
4012,5426,6
3208,2403,6
1817,5720,6
1620,2508,6
12545,12565,6
12195,13668,6
2504,2522,6
4361,4046,6
6560,484,6
2869,2760,6
3690,3343,6
9653,6001,6
8445,9828,6
7268,7246,6
381,1035,6
5724,5966,6
6706,7590,6
12563,1229,6
771,764,6
3546,6843,6
2773,5443,6
6394,9779,6
2554,3104,6
761,730,6
6480,6428,6
2969,1464,6
8441,8037,6
9592,9537,6
3180,650,6
624,9050,6
8475,5850,6
1338,4611,6
4551,3184,6
2124,4483,6
1411,10722,6
5468,5498,6
684,3104,6
1853,1498,6
1970,1984,6
5468,5491,6
6809,6817,6
5468,2959,6
766,709,6
3880,5380,6
5212,5111,6
855,258,6
13277,13215,6
3180,3162,6
7060,7098,6
2537,910,6
3275,4719,6
6365,6338,6
5456,5426,6
8406,75,6
2401,3442,6
10446,10422,6
7727,7877,6
1288,1206,6
1378,736,6
4330,4344,6
831,1025,6
5942,4556,6
5711,5787,6
5873,7074,6
10328,3518,6
4125,5303,6
6040,6036,6
3078,9522,6
5443,6071,6
9493,10022,6
4080,5401,6
9994,1591,6
5544,9466,6
1351,2992,6
2511,5423,6
10704,10712,6
3492,4523,6
11572,6733,6
4399,6087,6
9994,11587,6
10833,2201,6
4069,1651,6
2012,10731,6
9659,6548,6
7379,7381,6
23,9954,6
10460,335,6
9676,6953,6
10244,1591,6
4552,3861,6
2335,2334,6
364,1045,6
768,764,6
5998,8025,6
1674,1602,6
707,781,6
2776,7602,6
1822,9645,6
6898,6017,6
1326,942,6
4056,3416,6
5628,5650,6
4293,9777,6
477,4373,6
2857,4468,6
3563,3577,6
1715,8260,6
4990,5443,6
3278,1208,6
4399,4066,6
2939,1666,6
173,157,6
8228,8598,6
4412,6063,6
4386,4308,6
5989,5910,6
9659,10037,6
293,601,6
6408,997,6
4860,5359,6
440,3104,6
3802,4815,6
10024,1747,6
3439,1089,6
684,274,6
5995,5998,6
6293,2548,6
1342,1762,6
791,760,6
3396,3336,6
7579,8006,6
8446,5634,6
288,2718,6
5423,8297,6
5116,1673,6
6471,9385,6
13803,13802,6
3962,4983,6
6817,6864,6
5456,4316,6
9932,8263,6
8163,5021,6
7153,2937,6
1337,1818,6
7039,4468,6
1928,1925,6
5081,3837,6
4542,5042,6
5584,5482,6
3330,2857,6
8714,1475,6
1971,1947,6
1613,1789,6
8326,4827,6
5319,6666,6
167,184,6
376,309,6
291,4391,6
3681,3649,6
3912,867,6
9755,9793,6
2511,1314,6
1865,6096,6
855,3880,6
6447,6113,6
7810,281,6
7505,8048,6
340,7034,6
3611,4274,6
1829,10767,6
11243,9954,6
10644,9522,6
5277,8353,6
2797,2719,6
1772,8036,6
3639,3635,6
1396,1381,6
2776,7866,6
2544,3416,6
5499,5431,6
9620,9642,6
2939,6876,6
743,737,6
4404,9388,6
7532,5571,6
3015,2760,6
1976,1951,6
5059,5012,6
92,3106,6
12563,12544,6
6052,8037,6
3950,4497,6
13911,5319,6
12539,12540,6
1142,1133,6
2065,3837,6
10697,4092,6
2969,5468,6
3483,3436,6
3527,5467,6
4502,2811,6
8642,6576,6
5812,1531,6
10652,4711,6
11011,11041,6
3585,3523,6
1521,6080,6
4092,4032,6
3471,3444,6
9688,8351,6
5436,4009,6
2508,11858,6
4914,4988,6
2197,247,6
1865,6001,6
2964,356,6
9611,9693,6
5800,5718,6
6077,5440,6
9575,9537,6
6077,5443,6
5499,5479,6
707,716,6
3159,3167,6
1528,7271,6
3548,3524,6
9988,7951,6
8037,1053,6
12299,8590,6
3665,2545,6
3839,3808,6
3551,75,6
8299,7919,6
7508,1335,6
2423,4235,6
673,628,6
1182,7318,6
7640,529,6
8557,2123,6
8262,6729,6
4823,5209,6
6855,6872,6
9091,368,6
4371,4063,6
10352,10396,6
1337,1573,6
827,852,6
2544,4346,6
10661,7162,6
7194,8057,6
10719,8353,6
2969,5456,6
6064,4990,6
1860,5748,6
13571,7721,6
10798,10726,6
4673,2256,6
8363,4441,6
10780,10766,6
5420,5410,6
4398,4377,6
3421,2527,6
2789,2959,6
5436,4012,6
10015,4917,6
2802,2992,6
6039,5494,6
5669,556,6
4607,5443,6
6418,2886,6
5792,5718,6
184,438,6
7373,479,6
7616,4716,6
11803,11880,6
750,719,6
11280,1747,6
9359,4827,6
1572,4646,6
5411,7605,6
1413,1490,6
9280,5012,6
354,362,6
11067,11221,6
205,266,6
5438,5458,6
4377,4331,6
8289,5482,6
8017,8519,6
6874,6872,6
2645,1436,6
4016,4388,6
5459,7349,6
1221,1570,6
5927,5976,6
1074,3152,6
10206,2976,6
2407,2441,6
10203,10716,6
391,11649,6
3020,5953,6
5481,5423,6
3029,2581,6
6823,10862,6
5111,8556,6
12111,8353,6
7724,11422,6
92,2032,6
1138,6548,6
7209,9699,6
1637,174,6
8262,7209,6
4945,4903,6
5499,5401,6
716,706,6
4904,6010,6
11537,4816,6
1598,1014,6
13272,356,6
1766,2988,6
7685,3330,6
6136,3970,6
10439,10244,6
2294,6071,6
3432,241,6
1315,979,6
13627,13636,6
5443,6047,6
7579,736,6
1837,2905,6
8824,9664,6
391,7951,6
2660,2458,6
9970,9303,6
12563,12210,6
3184,230,6
4696,4609,6
9441,13549,6
5201,8556,6
9645,8260,6
10605,356,6
9699,4202,6
9300,10181,6
8735,8515,6
2653,7509,6
4316,6855,6
891,3737,6
2960,281,6
9665,9664,6
10196,6323,6
3618,2231,6
4632,1413,6
2993,1817,6
2906,7866,6
3243,9977,6
148,1637,6
11137,11101,6
3950,7645,6
6077,6008,6
8936,8969,6
638,9077,6
4993,4911,6
4353,4080,6
1674,1652,6
1666,5479,6
376,308,6
5499,5495,6
726,703,6
3544,6071,6
11398,11400,6
1073,1021,6
5456,5464,6
5797,5775,6
2465,2440,6
4318,10023,6
2783,4373,6
6293,2124,6
13571,13561,6
1506,1598,6
5481,6855,6
4020,4019,6
4671,1498,6
364,771,6
4587,4531,6
5490,4042,6
2528,2516,6
2717,11326,6
7685,625,6
9282,10819,6
11280,1860,6
1651,4552,6
4353,1314,6
2252,2285,6
7813,7896,6
3889,2468,6
1167,4109,6
5546,4552,6
5466,5401,6
8262,3187,6
8729,7209,6
5127,844,6
3195,3167,6
7661,7636,6
8194,4689,6
497,2354,6
5964,6008,6
3169,3123,6
2926,6805,6
2685,741,6
10431,10425,6
4009,5432,6
6016,4316,6
5944,5991,6
3999,3912,6
9790,1191,6
998,952,6
5800,5012,6
7685,5411,6
13564,5111,6
950,5771,6
4820,2345,6
4811,4869,6
1247,1561,6
1240,1602,6
281,398,6
1747,5748,6
5579,5584,6
2906,1646,6
8461,6750,6
2783,2959,6
620,6777,6
360,354,6
4042,4353,6
1342,3112,6
2775,2848,6
4820,1822,6
762,709,6
5942,822,6
9049,6584,6
6937,3777,6
889,823,6
768,752,6
848,839,6
9127,1860,6
3301,3309,6
1500,2184,6
13657,13620,6
9512,9576,6
5708,5797,6
4953,798,6
376,378,6
95,7872,6
5486,975,6
773,721,6
8445,8475,6
3090,5081,6
490,248,6
9686,9649,6
1013,395,6
9363,4881,6
95,3503,6
3064,2090,6
2926,7082,6
10812,9152,6
2479,3851,6
4820,9700,6
5530,4689,6
14094,14087,6
9997,1343,6
4016,2783,6
14022,14023,6
10346,3975,6
6773,8485,6
1769,2065,6
3104,215,6
229,3173,6
13221,2548,6
3343,11896,6
7138,1904,6
5466,5495,6
9258,10806,6
13620,7288,6
2263,3536,6
1635,3278,6
10731,5395,6
10795,10731,6
684,205,6
9645,5503,6
3539,3523,6
6075,2294,6
5989,8411,6
435,2171,6
10541,10535,6
4147,8587,6
9359,4917,6
2441,2498,6
9665,9640,6
650,255,6
831,827,6
4329,4553,6
5212,13296,6
5587,10596,6
5747,10130,6
7539,1342,6
2667,1598,6
7023,6304,6
1370,1391,6
755,1095,6
1923,1905,6
1913,1967,6
6668,1849,6
9063,9752,6
8158,1635,6
2927,4687,6
13119,8882,6
3677,8114,6
2097,2718,6
9493,4917,6
2173,2110,6
1389,398,6
9713,9505,6
2939,5484,6
139,2004,6
659,680,6
5412,5438,6
7810,486,6
6809,6889,6
6261,6027,6
4248,4208,6
3021,8257,6
7099,7194,6
2068,5668,6
12192,12164,6
1528,3493,6
5212,9540,6
8190,4468,6
3576,6096,6
6001,4674,6
4016,4364,6
10043,11239,6
4677,6819,6
863,1041,6
4063,4080,6
11803,11874,6
328,368,6
761,724,6
859,2276,6
9441,6084,6
13819,13830,6
6114,628,6
8519,6030,6
8836,9537,6
2012,5330,6
6256,6824,6
12430,524,6
3702,11559,6
4712,4774,6
10585,5380,6
791,739,6
9677,9624,6
6069,4316,6
5464,5443,6
2441,2437,6
1822,10785,6
3223,9271,6
7627,9738,6
7896,7890,6
3295,3920,6
7902,7950,6
10128,2234,6
3962,1242,6
10017,10058,6
1506,1561,6
2032,4717,6
4774,497,6
10253,10267,6
5076,5066,6
730,739,6
8988,2869,6
4632,3880,6
3851,10023,6
4523,1598,6
2236,2222,6
391,1444,6
1966,8030,6
6876,6810,6
5164,5177,6
12328,5204,6
3029,75,6
8501,1562,6
5499,5458,6
1464,930,6
6869,6825,6
517,2702,6
1028,876,6
6294,8411,6
3357,4765,6
2165,2131,6
6817,6870,6
778,308,6
354,374,6
5909,5904,6
1066,1014,6
10067,13249,6
2354,2841,6
3380,3209,6
4399,5416,6
6827,1413,6
2284,2221,6
5509,1208,6
8017,9977,6
2951,2935,6
9645,4202,6
3106,316,6
6809,5491,6
1057,9362,6
3002,148,6
6027,2545,6
901,4468,6
3576,5500,6
1822,2231,6
211,3162,6
7653,12073,6
9659,10016,6
3123,299,6
5478,5456,6
3907,8106,6
1598,1538,6
9355,11834,6
1343,3679,6
9619,9693,6
10456,10434,6
3565,2285,6
7846,8529,6
4083,4388,6
704,763,6
293,3104,6
441,5482,6
792,746,6
1747,9331,6
873,3943,6
3065,8529,6
2111,652,6
8662,1493,6
441,2776,6
11099,2467,6
5741,5758,6
752,3476,6
205,3123,6
4468,7605,6
734,1095,6
726,737,6
8114,11275,6
3120,5964,6
6001,5443,6
3275,529,6
2112,2548,6
831,889,6
1072,1038,6
8920,8904,6
2783,928,6
1946,1971,6
3193,2546,6
5873,4235,6
360,374,6
2759,4990,6
7661,10067,6
3737,2678,6
1377,993,6
10954,12340,6
6004,4609,6
9540,2548,6
3420,4397,6
9410,10334,6
9174,9858,6
3278,7605,6
366,362,6
6001,4607,6
13620,13668,6
2468,10685,6
1563,9600,6
218,620,6
2274,2258,6
4217,2174,6
5209,6053,6
9634,9624,6
1413,4056,6
5423,5443,6
12841,11450,6
2545,10512,6
5911,348,6
4379,6953,6
2345,2231,6
2024,2231,6
11156,11180,6
3071,3046,6
5946,5996,6
6347,10802,6
3752,3644,6
3064,484,6
6067,2747,6
9380,10806,6
8093,1053,6
2221,2295,6
1779,13232,6
871,10432,6
9443,3012,6
3525,3517,6
10716,8030,6
10322,5668,6
1637,2354,6
7661,13564,6
2138,6987,6
6096,2773,6
10806,3589,6
274,3123,6
4761,2446,6
142,157,6
2857,7602,6
3361,8644,6
9282,10576,6
5773,5718,6
8551,942,6
5026,5096,6
771,791,6
5478,5490,6
10428,10449,6
6075,5443,6
5468,5440,6
10016,7677,6
5533,10548,6
8234,2234,6
2996,3536,6
2504,5560,6
4983,1053,6
1822,6729,6
6832,6854,6
755,764,6
9828,11275,6
1927,288,6
3585,3539,6
7555,4770,6
3471,3475,6
5490,5414,6
4542,2544,6
1369,1322,6
4769,4726,6
9063,7349,6
2046,11215,6
10227,7777,6
1005,1062,6
9828,2718,6
3582,10708,6
191,2024,6
184,5954,6
8877,4543,6
5483,4012,6
7243,9098,6
13657,9956,6
2183,2186,6
5792,5773,6
786,773,6
8025,9355,6
3920,4988,6
2105,3174,6
3064,2345,6
10083,10046,6
9598,2656,6
2467,2485,6
2544,2065,6
4584,863,6
11803,9951,6
3653,139,6
10661,10253,6
1007,1072,6
673,655,6
10097,9385,6
6001,5500,6
1769,8596,6
10083,5132,6
2959,1696,6
766,739,6
5412,5467,6
4942,6063,6
4013,930,6
10322,10389,6
633,3802,6
10415,10434,6
477,5788,6
6809,6832,6
1078,10313,6
3639,3678,6
9217,13251,6
7721,2548,6
568,574,6
5412,5404,6
2522,3149,6
8295,8222,6
10394,10016,6
2560,2521,6
2906,3503,6
2906,5411,6
746,730,6
979,5560,6
2569,1504,6
9363,9810,6
2441,2273,6
5111,5634,6
3187,2345,6
8514,8505,6
3405,3436,6
3286,5668,6
1575,1649,6
11272,11296,6
9688,9661,6
9019,9068,6
7505,10373,6
12555,8326,6
4399,1482,6
3087,1250,6
6116,7007,6
2993,5798,6
3439,3451,6
10373,10349,6
801,888,6
5479,5419,6
1464,1218,6
10037,4010,6
11808,11885,6
932,4453,6
5989,4627,6
9376,8299,6
764,324,6
364,3491,6
10798,10799,6
4846,8882,6
4364,4017,6
11137,11472,6
735,798,6
9127,10331,6
4430,5025,6
5490,5498,6
2783,4059,6
6827,9068,6
11274,2378,6
10325,5546,6
6898,6872,6
755,766,6
2012,6560,6
6825,4674,6
5460,4069,6
750,721,6
5412,5401,6
4058,574,6
366,751,6
11067,335,6
5499,5466,6
9653,613,6
2012,174,6
764,740,6
2378,2001,6
1976,2074,6
704,772,6
10767,8030,6
1677,4441,6
3223,2544,6
783,715,6
4945,2710,6
6013,2097,6
4765,239,6
10605,9540,6
1498,2781,6
4336,4318,6
3665,5955,6
10325,3356,6
1335,5575,6
1389,5737,6
4022,4344,6
1988,1992,6
2734,5964,6
13221,5111,6
962,940,6
211,299,6
1475,3090,6
1356,2949,6
3078,9217,6
3648,3698,6
3330,3503,6
764,772,6
4275,3807,6
13218,13221,6
2867,5498,6
1434,10722,6
376,385,6
4942,6096,6
381,1021,6
9035,628,6
9083,9050,6
211,2554,6
6827,2544,6
6039,2773,6
4044,5479,6
1323,4059,6
6507,6365,6
4337,4010,6
2945,484,6
4641,4647,6
953,8024,6
479,6529,6
2906,441,6
1791,544,6
2221,2273,6
4241,4288,6
5331,5343,6
6001,5494,6
294,243,6
6516,7643,6
1075,1068,6
6293,760,6
9159,3759,6
2504,3149,6
2667,1269,6
5867,8307,6
13249,2548,6
6522,4010,6
7347,7343,6
11213,7321,6
1343,2718,6
258,9977,6
7810,5668,6
768,740,6
7099,10067,6
8025,8529,6
5448,5429,6
5101,6591,6
6889,6870,6
8262,497,6
9683,9539,6
1591,42,6
1999,1992,6
5439,5431,6
5920,8909,6
11208,12910,6
1138,1482,6
1662,1643,6
855,1413,6
1992,1911,6
5455,3861,6
2570,3104,6
935,2790,6
477,5761,6
12940,4772,6
942,8595,6
1056,772,6
8909,1740,6
10460,4737,6
5412,1464,6
3243,7919,6
7180,4344,6
6869,6855,6
8965,8979,6
13492,2408,6
7793,7759,6
7616,7603,6
11886,11853,6
8194,7579,6
5747,6865,6
9834,4552,6
4224,4208,6
7099,7661,6
23,391,6
8025,10685,6
8142,8127,6
11883,5096,6
4957,2112,6
1115,3332,6
4309,1482,6
3994,2620,6
3940,3963,6
288,11275,6
3576,6853,6
7898,9699,6
6878,5977,6
3642,3102,6
3243,10536,6
6064,2773,6
5942,4031,6
5978,5996,6
2012,148,6
3590,1078,6
1617,7191,6
3028,6560,6
2223,2255,6
218,289,6
5671,2408,6
2201,3837,6
3735,7662,6
4650,75,6
9127,10089,6
1260,3912,6
5491,5416,6
1240,5096,6
4632,7162,6
10616,10697,6
7373,8679,6
1228,1223,6
9282,1254,6
8149,2185,6
768,746,6
1464,915,6
1246,1164,6
10819,7919,6
6016,5443,6
1023,1026,6
5432,5471,6
5481,5416,6
211,215,6
7799,1342,6
1252,3967,6
8674,7220,6
4388,4052,6
6853,6872,6
4990,6039,6
12553,12570,6
4451,2336,6
4451,497,6
12727,12794,6
704,739,6
4200,2124,6
3483,3151,6
10651,9418,6
8961,12555,6
688,610,6
1587,2251,6
5412,5432,6
6408,324,6
1828,9160,6
10702,11276,6
1272,2869,6
3317,9256,6
2759,6075,6
6523,12001,6
1214,1246,6
6809,6864,6
3573,662,6
10412,10483,6
511,592,6
6827,8299,6
1482,2941,6
1288,3046,6
95,2857,6
222,11876,6
167,5743,6
10067,1591,6
2941,407,6
2247,2249,6
5579,5566,6
355,324,6
378,315,6
2430,2447,6
4850,4670,6
1733,6365,6
4309,4042,6
1413,10536,6
2802,2911,6
7170,7101,6
791,766,6
7579,7076,6
4911,6041,6
11803,11883,6
191,5503,6
6745,2776,6
5509,7605,6
4542,1643,6
10591,4543,6
9068,2201,6
2681,688,6
822,2150,6
3957,311,6
2033,4253,6
8165,9752,6
9083,6523,6
786,719,6
7720,3889,6
1722,1430,6
2354,2090,6
10244,7393,6
13541,6526,6
9311,9319,6
2290,2225,6
1651,4988,6
3028,8260,6
13221,8446,6
2851,9828,6
258,8562,6
2906,2926,6
8158,95,6
7508,7551,6
6857,2964,6
4373,6008,6
6160,6159,6
1169,8078,6
4823,3275,6
4217,2117,6
1617,6111,6
13272,10067,6
4862,2530,6
5468,407,6
13561,13564,6
5911,6876,6
950,184,6
3432,2174,6
4280,3442,6
774,746,6
771,709,6
10697,10548,6
2965,2295,6
4953,5416,6
2706,2785,6
3576,6075,6
2293,2279,6
1243,266,6
288,5742,6
6084,9098,6
10767,2437,6
759,706,6
5380,628,6
7810,7860,6
391,11243,6
8851,10719,6
9659,10083,6
5450,5422,6
9359,1673,6
3153,9098,6
6805,5668,6
1021,366,6
6088,6052,6
726,743,6
6001,1884,6
3940,3906,6
218,6165,6
792,752,6
7039,3093,6
5513,5560,6
1246,556,6
11483,10512,6
762,706,6
2411,2446,6
6541,9752,6
7748,7794,6
9058,8742,6
1608,3015,6
6773,3177,6
11001,11062,6
7810,8048,6
5797,5800,6
1151,7710,6
3117,6113,6
3558,8045,6
6809,6872,6
10373,10396,6
9441,942,6
4072,2926,6
10616,10661,6
10329,12508,6
5467,5410,6
5789,5731,6
751,730,6
5498,1371,6
2861,7327,6
5977,5761,6
440,1298,6
138,11508,6
1057,1056,6
12301,3451,6
437,407,6
6898,4316,6
10015,9359,6
732,8037,6
4309,4012,6
684,275,6
1865,6071,6
12586,12594,6
9699,7560,6
10394,10325,6
5370,4223,6
1858,10515,6
1638,1700,6
4237,4294,6
11803,11898,6
8290,8299,6
3403,1230,6
6809,4316,6
7099,4166,6
928,5464,6
11176,11143,6
5468,5423,6
13669,13644,6
1598,3404,6
324,392,6
3432,6987,6
3967,494,6
7898,4202,6
4017,915,6
1608,2760,6
8068,6100,6
8684,1860,6
1635,5584,6
8920,8979,6
6039,1884,6
2000,5093,6
559,8514,6
364,362,6
343,350,6
9620,1089,6
2939,6418,6
1013,1053,6
7209,8260,6
2792,1828,6
10975,8595,6
7833,1340,6
2532,2503,6
355,354,6
7860,4441,6
2024,497,6
1064,8006,6
5471,5435,6
13221,13284,6
9677,9660,6
